database_name,database_url,database_information
US Southeast Newsstream,http://libproxy.clemson.edu/login?url=https://search.proquest.com/southeastnews?accountid=6167,"includes The Greenville News, sources from Washington DC, Florida, Georgia, Maryland, North Carolina, South Carolina, Tennessee, Virginia, and West Virginia."
USC Shoah Foundation Visual History Archive,http://libproxy.clemson.edu/login?url=https://vha.usc.edu/login,"The USC Shoah Foundation's Visual History Archive allows users to search through and view more than 55,000 video testimonies of survivors and witnesses of genocide. (Users will need to create a free account to access the information)"
USDA Plants Database,http://plants.usda.gov/,"standardized information about vascular plants, mosses, liverworts, hornworts, and lichens of the U.S. and its territories"
USGS Publications Warehouse,https://pubs.er.usgs.gov/,U.S. Geological Survey (USGS) publications; includes Open File Reports and references to USGS reports and maps from 1880-present
Value Line Library Research Center,http://libproxy.clemson.edu/login?url=https://research.valueline.com/secure/research,"An independent investment research resource that tracks and provides analysis on approximately 3,500 publicly traded stocks in 100 industries, as well as 20,000 mutual funds.
Limit: 10 simultaneous users"
Victorian Popular Culture,http://libproxy.clemson.edu/login?url=https://www.victorianpopularculture.amdigital.co.uk/,"Victorian Popular Culture is a portal comprised of four modules, inviting users into the darkened halls, small backrooms, big tops and travelling venues that hosted everything from spectacular shows and bawdy burlesque, to the world of magic, spiritualist séances, optical entertainments and the first moving pictures.
Module I: Spiritualism, Sensation and Magic
Module II: Circuses, Sideshows and Freaks
Module III: Music Hall, Theatre and Popular Entertainment
Module IV: Moving Pictures, Optical Entertainments and the Advent of Cinema"
Virginia Company Archives,http://libproxy.clemson.edu/login?url=https://www.virginiacompanyarchives.amdigital.co.uk/,"An essential source for the study of the Atlantic World and Early Colonial Period. This resource documents the founding and economic development of Virginia as seen through the papers of the Virginia Company of London, 1606-1624. It shows the settlement of North America from Jamestown to the Bermudas and provides a rich source for the study of trade between Britain and America."
Vocational & Career Collection,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=voh","designed for vocational and technical libraries serving high schools, community colleges, trade institutions, and the general public. Access provided via Discus"
W.B. Yeats Collection,http://libproxy.clemson.edu/login?url=http://collections.chadwyck.com/yeats/htxview?template=basic.htx&content=frameset.htx,"major works of W.B. Yeats in all genres including poetry, plays, criticism, and fiction published 1885-1995"
Wall Street Journal,http://libproxy.clemson.edu/login?url=http://search.proquest.com/wallstreetjournal?accountid=6167,full-text articles (Eastern edition); 1984-present
Wall Street Journal Online,https://www.wsj.com/,"Full online access is provided to The Wall Street Journal platform. Full articles, images, and multimedia are accessible for content spanning several decades.
Affiliated Clemson users must first register here: https://WSJ.com/ActivateClemson"
"Wall Street Journal, Historical",http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpwallstreetjournal?accountid=6167,full-text articles; 1889-1991
Washington Post,http://libproxy.clemson.edu/login?url=https://search.proquest.com/washingtonpost?accountid=6167,full-text articles; 1996-present
"Washington Post, Historical",http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpwashingtonpost?accountid=6167,full-text articles; 1877-1992
Water Resources Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/waterresources?accountid=6167,"characteristics, conservation, control, pollution, treatment, use, and management of water resources; 1967-present"
Web of Science - All Databases,http://libproxy.clemson.edu/login?url=https://webofknowledge.com/UA,"includes Web of Science Core Collection, Biosis (Citation Index & Previews), Current Contents, Data Citation Index, Derwent Innovations Index, KCI-Korean Journals, MEDLINE, Russian Science Citation Index, SciELO Citation Index, and Zoological Record"
Web of Science Core Collection,http://libproxy.clemson.edu/login?url=https://webofknowledge.com/WOS,"includes Science Citation Index, Social Sciences Citation Index, Arts and Humanities Citation Index, Book Citation Index, Conference Proceedings Citation Index, Emerging Sources Citation Index, Current Chemical Reactions, and Index Chemicus; dates vary by index"
West's Encyclopedia of American Law,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/ps/i.do?id=GALE%7C9780787693732&v=2.1&u=clemsonu_main&it=etoc&p=GVRL&sw=w,"2nd edition; current information on more than 5,000 legal topics"
Who's Who in the Classical World,http://libproxy.clemson.edu/login?url=http://www.oxfordreference.com/view/10.1093/acref/9780192801074.001.0001/acref-9780192801074,dictionary of ancient Greek and Roman biography
Wiley Online Library,http://libproxy.clemson.edu/login?url=https://onlinelibrary.wiley.com/,Wiley Online Library is a premier publisher of content spanning a wide array of disciplines spanning the sciences and humanities.
Women in the National Archives,http://libproxy.clemson.edu/login?url=https://www.womeninthenationalarchives.amdigital.co.uk/,"This is a finding aid for women's studies resources located in The National Archives, UK, and it is presented alongside original documents on the suffrage question in Britain, the Empire and colonial territories."
"Women Organizing Transnationally: The Committee of Correspondence, 1952-1969",http://libproxy.clemson.edu/login?url=https://link.gale.com/apps/GDSC?u=clemsonu_main,This collection includes correspondence as well as hundreds of letters to and from correspondents throughout the world documenting the work of the organization.
"Women's Issues and Their Advocacy within the White House, 1974-1977",http://libproxy.clemson.edu/login?url=https://link.gale.com/apps/GDSC?u=clemsonu_main,This collection documents Patricia Lindh’s and Jeanne Holm’s liaison with women’s groups and their advocacy within the White House on issues of special interest to women.
Women's Studies International,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=fyh","articles on the sociology, history, literature, economics, and psychology of women in society plus newsletters, bulletins, books, proceedings, NGO studies, and more"
World Encyclopedia,http://libproxy.clemson.edu/login?url=http://www.oxfordreference.com/view/10.1093/acref/9780199546091.001.0001/acref-9780199546091,brief entries on a broad range of subjects
World Folklore and Folklife,http://libproxy.clemson.edu/login?url=https://folklore.abc-clio.com,"includes celebrations and rituals, food and drink, holidays and festivals, and other areas"
World History in Context (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=WHIC&u=clemsonu_main,"includes primary sources, full-text journal articles, encyclopedia articles, and audio and video clips"
World News Digest,http://libproxy.clemson.edu/login?url=http://online.infobaselearning.com/Direct.aspx?aid=95696&pid=WE56,"U.S. and world political, social, and economic news, factual information, country profiles, speeches, and editorials updated weekly; 1940-present"
World Newspaper Archive - African Newspapers,http://libproxy.clemson.edu/login?url=https://infoweb.newsbank.com?db=WHNPX&d_collections=WHNPAFR1|WHNPAFR2,This includes African Newspapers Series I: 1835-1925 and Series II: 1800-1922 with diverse titles from Africa.
World Newspaper Archive - Latin American Newspapers Series 1-2 1805-1922,http://libproxy.clemson.edu/login?url=https://infoweb.newsbank.com/?db=WHNPX&d_collections=WHNPLAN1|WHNPLAN2,diverse titles from Latin America; includes 19th and 20th century newspapers
World Newspaper Archive - South Asian Newspapers 1864-1922,http://libproxy.clemson.edu/login?url=https://infoweb.newsbank.com?db=WHNPX&d_collections=WHNPASIA1,diverse titles from South Asia; includes 19th and 20th century newspapers
World Shakespeare Bibliography,http://libproxy.clemson.edu/login?url=http://www.worldshakesbib.org/,"index to articles, books, reviews, production information, dissertations, and more; 1968-present"
World's Fairs,http://libproxy.clemson.edu/login?url=https://www.worldsfairs.amdigital.co.uk/,"Covers world's fairs from the Crystal Palace in 1851 and the proliferation of North American exhibitions, to fairs around the world and twenty-first century expos. Through official records, monographs, publicity, artwork and artifacts, this resource brings together multiple archives for rich research opportunities in this diverse topic."
